OBJECTID,ROW_TYPE,GEOGRAPHY,GEOGRAPHY_ID,CALENDAR_YEAR,CALENDAR_MONTH,OFFENSE_DESCRIPTION,OFFENSE_COUNT
351,CMPD Jurisdiction,CMPD,0,2019,07,Aggravated Assault-Knife,63
352,CMPD Jurisdiction,CMPD,0,2019,06,Strong Arm Robbery,45
353,CMPD Jurisdiction,CMPD,0,2019,10,Aggravated Assault-Other Weapon,57
354,CMPD Jurisdiction,CMPD,0,2019,10,Aggravated Assault-Knife,33
355,CMPD Jurisdiction,CMPD,0,2019,11,Aggravated Assault-Knife,50
356,CMPD Jurisdiction,CMPD,0,2019,12,Strong Arm Robbery,49
357,CMPD Jurisdiction,CMPD,0,2019,11,Homicide,10
358,CMPD Jurisdiction,CMPD,0,2019,11,Attempted Rape,1
359,CMPD Jurisdiction,CMPD,0,2020,02,Aggravated Assault-Knife,43
360,CMPD Jurisdiction,CMPD,0,2020,02,Rape,25
361,CMPD Jurisdiction,CMPD,0,2020,01,Attempted Rape,2
362,CMPD Jurisdiction,CMPD,0,2020,04,Strong Arm Robbery,43
363,CMPD Jurisdiction,CMPD,0,2020,05,Aggravated Assault-Gun,365
364,CMPD Jurisdiction,CMPD,0,2020,04,Rape,14
365,CMPD Jurisdiction,CMPD,0,2020,04,Homicide,5
366,CMPD Jurisdiction,CMPD,0,2020,06,Aggravated Assault-Gun,416
367,CMPD Jurisdiction,CMPD,0,2020,06,Strong Arm Robbery,54
368,CMPD Jurisdiction,CMPD,0,2020,08,Armed Robbery,114
369,CMPD Jurisdiction,CMPD,0,2020,07,Aggravated Assault-Gun,447
370,CMPD Jurisdiction,CMPD,0,2020,07,Aggravated Assault-Knife,58
371,CMPD Jurisdiction,CMPD,0,2020,08,Homicide,10
372,CMPD Jurisdiction,CMPD,0,2020,08,Aggravated Assault-Other Weapon,53
373,CMPD Jurisdiction,CMPD,0,2020,08,"Aggravated Assault-Fists,Feet, etc.",14
374,CMPD Jurisdiction,CMPD,0,2020,11,Rape,28
375,CMPD Jurisdiction,CMPD,0,2021,02,Aggravated Assault-Other Weapon,55
376,CMPD Jurisdiction,CMPD,0,2021,02,Rape,25
377,CMPD Jurisdiction,CMPD,0,2021,03,Strong Arm Robbery,32
378,CMPD Jurisdiction,CMPD,0,2021,03,"Aggravated Assault-Fists,Feet, etc.",8
379,CMPD Jurisdiction,CMPD,0,2021,03,Attempted Rape,1
380,CMPD Jurisdiction,CMPD,0,2021,05,Aggravated Assault-Gun,358
381,CMPD Jurisdiction,CMPD,0,2021,05,"Aggravated Assault-Fists,Feet, etc.",11
382,CMPD Jurisdiction,CMPD,0,2021,05,Homicide,9
383,CMPD Jurisdiction,CMPD,0,2021,06,"Aggravated Assault-Fists,Feet, etc.",9
384,CMPD Jurisdiction,CMPD,0,2021,06,Homicide,8
385,CMPD Jurisdiction,CMPD,0,2021,07,Strong Arm Robbery,31
386,CMPD Jurisdiction,CMPD,0,2021,10,Strong Arm Robbery,39
387,CMPD Jurisdiction,CMPD,0,2022,03,Aggravated Assault-Gun,337
388,CMPD Jurisdiction,CMPD,0,2021,11,Aggravated Assault-Gun,330
389,CMPD Jurisdiction,CMPD,0,2021,11,Aggravated Assault-Other Weapon,54
390,CMPD Jurisdiction,CMPD,0,2021,12,Rape,21
391,CMPD Jurisdiction,CMPD,0,2022,02,Aggravated Assault-Other Weapon,72
392,CMPD Jurisdiction,CMPD,0,2021,12,"Aggravated Assault-Fists,Feet, etc.",12
393,CMPD Jurisdiction,CMPD,0,2021,08,Aggravated Assault-Other Weapon,70
394,CMPD Jurisdiction,CMPD,0,2021,11,Homicide,6
395,CMPD Jurisdiction,CMPD,0,2021,12,Attempted Rape,1
396,CMPD Jurisdiction,CMPD,0,2015,02,Rape,25
397,CMPD Jurisdiction,CMPD,0,2015,03,Strong Arm Robbery,48
398,CMPD Jurisdiction,CMPD,0,2015,03,Armed Robbery,78
399,CMPD Jurisdiction,CMPD,0,2015,03,Homicide,4
400,CMPD Jurisdiction,CMPD,0,2015,02,Attempted Rape,1
401,CMPD Jurisdiction,CMPD,0,2015,07,Aggravated Assault-Gun,261
402,CMPD Jurisdiction,CMPD,0,2015,06,Attempted Rape,1
403,CMPD Jurisdiction,CMPD,0,2015,09,Aggravated Assault-Other Weapon,65
404,CMPD Jurisdiction,CMPD,0,2015,08,Homicide,4
405,CMPD Jurisdiction,CMPD,0,2015,05,Homicide,1
406,CMPD Jurisdiction,CMPD,0,2015,07,Attempted Rape,2
407,CMPD Jurisdiction,CMPD,0,2015,10,Armed Robbery,132
408,CMPD Jurisdiction,CMPD,0,2015,11,Homicide,1
409,CMPD Jurisdiction,CMPD,0,2016,01,Rape,22
410,CMPD Jurisdiction,CMPD,0,2016,01,Armed Robbery,124
411,CMPD Jurisdiction,CMPD,0,2016,02,Attempted Rape,2
412,CMPD Jurisdiction,CMPD,0,2016,03,Strong Arm Robbery,37
413,CMPD Jurisdiction,CMPD,0,2016,01,Aggravated Assault-Other Weapon,40
414,CMPD Jurisdiction,CMPD,0,2016,01,Attempted Rape,2
415,CMPD Jurisdiction,CMPD,0,2016,04,Aggravated Assault-Knife,50
416,CMPD Jurisdiction,CMPD,0,2016,04,Rape,19
417,CMPD Jurisdiction,CMPD,0,2016,05,Rape,23
418,CMPD Jurisdiction,CMPD,0,2016,08,Aggravated Assault-Gun,215
419,CMPD Jurisdiction,CMPD,0,2016,06,Strong Arm Robbery,46
420,CMPD Jurisdiction,CMPD,0,2016,07,Rape,21
421,CMPD Jurisdiction,CMPD,0,2016,08,Attempted Rape,2
422,CMPD Jurisdiction,CMPD,0,2016,09,"Aggravated Assault-Fists,Feet, etc.",17
423,CMPD Jurisdiction,CMPD,0,2016,10,Aggravated Assault-Other Weapon,70
424,CMPD Jurisdiction,CMPD,0,2016,12,Aggravated Assault-Knife,49
425,CMPD Jurisdiction,CMPD,0,2016,12,Aggravated Assault-Other Weapon,47
426,CMPD Jurisdiction,CMPD,0,2017,02,Aggravated Assault-Knife,55
427,CMPD Jurisdiction,CMPD,0,2017,02,Rape,21
428,CMPD Jurisdiction,CMPD,0,2017,02,Homicide,6
429,CMPD Jurisdiction,CMPD,0,2017,04,Armed Robbery,94
430,CMPD Jurisdiction,CMPD,0,2017,06,Aggravated Assault-Knife,41
431,CMPD Jurisdiction,CMPD,0,2017,06,Homicide,10
432,CMPD Jurisdiction,CMPD,0,2017,06,Aggravated Assault-Other Weapon,74
433,CMPD Jurisdiction,CMPD,0,2017,10,Aggravated Assault-Other Weapon,60
434,CMPD Jurisdiction,CMPD,0,2017,10,Armed Robbery,110
435,CMPD Jurisdiction,CMPD,0,2017,11,Rape,27
436,CMPD Jurisdiction,CMPD,0,2017,11,Attempted Rape,1
437,CMPD Jurisdiction,CMPD,0,2018,01,Aggravated Assault-Gun,203
438,CMPD Jurisdiction,CMPD,0,2018,01,Aggravated Assault-Other Weapon,51
439,CMPD Jurisdiction,CMPD,0,2018,03,Aggravated Assault-Knife,40
440,CMPD Jurisdiction,CMPD,0,2018,04,"Aggravated Assault-Fists,Feet, etc.",14
441,CMPD Jurisdiction,CMPD,0,2018,02,Attempted Rape,1
442,CMPD Jurisdiction,CMPD,0,2018,03,"Aggravated Assault-Fists,Feet, etc.",5
443,CMPD Jurisdiction,CMPD,0,2018,05,Strong Arm Robbery,47
444,CMPD Jurisdiction,CMPD,0,2018,06,Aggravated Assault-Gun,255
445,CMPD Jurisdiction,CMPD,0,2018,07,Rape,28
446,CMPD Jurisdiction,CMPD,0,2018,05,Homicide,5
447,CMPD Jurisdiction,CMPD,0,2018,08,Strong Arm Robbery,43
448,CMPD Jurisdiction,CMPD,0,2018,09,"Aggravated Assault-Fists,Feet, etc.",16
449,CMPD Jurisdiction,CMPD,0,2018,11,Strong Arm Robbery,59
450,CMPD Jurisdiction,CMPD,0,2018,12,Rape,27
451,CMPD Jurisdiction,CMPD,0,2019,03,Armed Robbery,102
452,CMPD Jurisdiction,CMPD,0,2019,05,Aggravated Assault-Gun,296
453,CMPD Jurisdiction,CMPD,0,2019,05,Aggravated Assault-Knife,57
454,CMPD Jurisdiction,CMPD,0,2019,04,Armed Robbery,78
455,CMPD Jurisdiction,CMPD,0,2019,07,Homicide,10
456,CMPD Jurisdiction,CMPD,0,2019,07,Attempted Rape,2
457,CMPD Jurisdiction,CMPD,0,2019,09,"Aggravated Assault-Fists,Feet, etc.",10
458,CMPD Jurisdiction,CMPD,0,2019,10,Strong Arm Robbery,43
459,CMPD Jurisdiction,CMPD,0,2019,09,Homicide,7
460,CMPD Jurisdiction,CMPD,0,2019,10,Rape,23
461,CMPD Jurisdiction,CMPD,0,2019,11,Armed Robbery,91
462,CMPD Jurisdiction,CMPD,0,2020,01,Strong Arm Robbery,47
463,CMPD Jurisdiction,CMPD,0,2020,03,Armed Robbery,106
464,CMPD Jurisdiction,CMPD,0,2020,02,Homicide,7
465,CMPD Jurisdiction,CMPD,0,2020,01,Homicide,6
466,CMPD Jurisdiction,CMPD,0,2020,05,Strong Arm Robbery,57
467,CMPD Jurisdiction,CMPD,0,2020,06,Aggravated Assault-Knife,68
468,CMPD Jurisdiction,CMPD,0,2020,08,Strong Arm Robbery,50
469,CMPD Jurisdiction,CMPD,0,2020,09,Aggravated Assault-Other Weapon,60
470,CMPD Jurisdiction,CMPD,0,2020,09,Rape,25
471,CMPD Jurisdiction,CMPD,0,2020,10,Homicide,15
472,CMPD Jurisdiction,CMPD,0,2021,02,Aggravated Assault-Knife,46
473,CMPD Jurisdiction,CMPD,0,2021,02,Armed Robbery,62
474,CMPD Jurisdiction,CMPD,0,2021,02,Homicide,3
475,CMPD Jurisdiction,CMPD,0,2021,02,Attempted Rape,2
476,CMPD Jurisdiction,CMPD,0,2021,03,Armed Robbery,63
477,CMPD Jurisdiction,CMPD,0,2021,04,"Aggravated Assault-Fists,Feet, etc.",11
478,CMPD Jurisdiction,CMPD,0,2021,06,Aggravated Assault-Knife,46
479,CMPD Jurisdiction,CMPD,0,2021,07,Aggravated Assault-Knife,43
480,CMPD Jurisdiction,CMPD,0,2021,10,Aggravated Assault-Knife,44
481,CMPD Jurisdiction,CMPD,0,2022,02,Aggravated Assault-Knife,45
482,CMPD Jurisdiction,CMPD,0,2021,09,"Aggravated Assault-Fists,Feet, etc.",5
483,CMPD Jurisdiction,CMPD,0,2022,01,Homicide,3
484,CMPD Jurisdiction,CMPD,0,2021,09,Homicide,7
485,CMPD Jurisdiction,CMPD,0,2021,08,Attempted Rape,1
486,CMPD Jurisdiction,CMPD,0,2021,11,Attempted Rape,1
487,CMPD Jurisdiction,CMPD,0,2015,02,Aggravated Assault-Gun,134
488,CMPD Jurisdiction,CMPD,0,2015,05,Rape,24
489,CMPD Jurisdiction,CMPD,0,2015,05,Strong Arm Robbery,60
490,CMPD Jurisdiction,CMPD,0,2015,03,Aggravated Assault-Gun,141
491,CMPD Jurisdiction,CMPD,0,2015,04,Homicide,6
492,CMPD Jurisdiction,CMPD,0,2015,04,Rape,18
493,CMPD Jurisdiction,CMPD,0,2015,03,Aggravated Assault-Other Weapon,52
494,CMPD Jurisdiction,CMPD,0,2015,09,Homicide,10
495,CMPD Jurisdiction,CMPD,0,2015,10,Aggravated Assault-Other Weapon,55
496,CMPD Jurisdiction,CMPD,0,2015,11,Aggravated Assault-Other Weapon,67
497,CMPD Jurisdiction,CMPD,0,2015,11,Aggravated Assault-Knife,38
498,CMPD Jurisdiction,CMPD,0,2015,11,"Aggravated Assault-Fists,Feet, etc.",12
499,CMPD Jurisdiction,CMPD,0,2016,03,Aggravated Assault-Other Weapon,56
500,CMPD Jurisdiction,CMPD,0,2016,05,Aggravated Assault-Other Weapon,73
501,CMPD Jurisdiction,CMPD,0,2016,05,Aggravated Assault-Gun,285
502,CMPD Jurisdiction,CMPD,0,2016,07,Armed Robbery,134
503,CMPD Jurisdiction,CMPD,0,2016,06,Aggravated Assault-Knife,69
504,CMPD Jurisdiction,CMPD,0,2016,08,Strong Arm Robbery,49
505,CMPD Jurisdiction,CMPD,0,2016,07,"Aggravated Assault-Fists,Feet, etc.",19
506,CMPD Jurisdiction,CMPD,0,2016,09,Armed Robbery,126
507,CMPD Jurisdiction,CMPD,0,2016,09,Aggravated Assault-Knife,50
508,CMPD Jurisdiction,CMPD,0,2016,10,Rape,19
509,CMPD Jurisdiction,CMPD,0,2016,09,Attempted Rape,1
510,CMPD Jurisdiction,CMPD,0,2016,11,Aggravated Assault-Gun,178
511,CMPD Jurisdiction,CMPD,0,2017,03,Aggravated Assault-Other Weapon,63
512,CMPD Jurisdiction,CMPD,0,2017,02,Armed Robbery,146
513,CMPD Jurisdiction,CMPD,0,2017,03,Attempted Rape,3
514,CMPD Jurisdiction,CMPD,0,2017,04,Aggravated Assault-Other Weapon,66
515,CMPD Jurisdiction,CMPD,0,2017,06,Aggravated Assault-Gun,159
516,CMPD Jurisdiction,CMPD,0,2017,08,Rape,24
517,CMPD Jurisdiction,CMPD,0,2017,07,Attempted Rape,4
518,CMPD Jurisdiction,CMPD,0,2017,10,Aggravated Assault-Gun,212
519,CMPD Jurisdiction,CMPD,0,2017,12,Aggravated Assault-Knife,37
520,CMPD Jurisdiction,CMPD,0,2018,01,Homicide,5
521,CMPD Jurisdiction,CMPD,0,2018,02,Rape,19
522,CMPD Jurisdiction,CMPD,0,2018,03,Homicide,3
523,CMPD Jurisdiction,CMPD,0,2018,05,"Aggravated Assault-Fists,Feet, etc.",9
524,CMPD Jurisdiction,CMPD,0,2018,06,Aggravated Assault-Other Weapon,72
525,CMPD Jurisdiction,CMPD,0,2018,06,Armed Robbery,97
526,CMPD Jurisdiction,CMPD,0,2018,06,Strong Arm Robbery,53
527,CMPD Jurisdiction,CMPD,0,2018,06,"Aggravated Assault-Fists,Feet, etc.",13
528,CMPD Jurisdiction,CMPD,0,2018,09,Armed Robbery,94
529,CMPD Jurisdiction,CMPD,0,2018,09,Aggravated Assault-Knife,44
530,CMPD Jurisdiction,CMPD,0,2018,10,"Aggravated Assault-Fists,Feet, etc.",12
531,CMPD Jurisdiction,CMPD,0,2019,02,Armed Robbery,81
532,CMPD Jurisdiction,CMPD,0,2019,01,Rape,25
533,CMPD Jurisdiction,CMPD,0,2019,04,Rape,14
534,CMPD Jurisdiction,CMPD,0,2019,07,"Aggravated Assault-Fists,Feet, etc.",18
535,CMPD Jurisdiction,CMPD,0,2019,06,Rape,33
536,CMPD Jurisdiction,CMPD,0,2019,07,Strong Arm Robbery,49
537,CMPD Jurisdiction,CMPD,0,2019,06,Homicide,5
538,CMPD Jurisdiction,CMPD,0,2019,08,Strong Arm Robbery,56
539,CMPD Jurisdiction,CMPD,0,2019,08,Aggravated Assault-Knife,37
540,CMPD Jurisdiction,CMPD,0,2019,08,Attempted Rape,2
541,CMPD Jurisdiction,CMPD,0,2019,11,Aggravated Assault-Gun,253
542,CMPD Jurisdiction,CMPD,0,2019,12,"Aggravated Assault-Fists,Feet, etc.",12
543,CMPD Jurisdiction,CMPD,0,2020,02,Aggravated Assault-Gun,209
544,CMPD Jurisdiction,CMPD,0,2020,02,"Aggravated Assault-Fists,Feet, etc.",14
545,CMPD Jurisdiction,CMPD,0,2020,03,Homicide,12
546,CMPD Jurisdiction,CMPD,0,2020,04,Armed Robbery,70
547,CMPD Jurisdiction,CMPD,0,2020,04,"Aggravated Assault-Fists,Feet, etc.",8
548,CMPD Jurisdiction,CMPD,0,2020,05,Aggravated Assault-Other Weapon,72
549,CMPD Jurisdiction,CMPD,0,2020,05,Attempted Rape,1
550,CMPD Jurisdiction,CMPD,0,2020,06,Armed Robbery,83
551,CMPD Jurisdiction,CMPD,0,2020,07,Homicide,16
552,CMPD Jurisdiction,CMPD,0,2020,10,Armed Robbery,118
553,CMPD Jurisdiction,CMPD,0,2020,11,Aggravated Assault-Gun,372
554,CMPD Jurisdiction,CMPD,0,2020,11,Aggravated Assault-Other Weapon,54
555,CMPD Jurisdiction,CMPD,0,2021,01,Armed Robbery,108
556,CMPD Jurisdiction,CMPD,0,2021,01,Aggravated Assault-Other Weapon,48
557,CMPD Jurisdiction,CMPD,0,2021,01,Strong Arm Robbery,39
558,CMPD Jurisdiction,CMPD,0,2020,12,Homicide,12
559,CMPD Jurisdiction,CMPD,0,2021,01,Homicide,9
560,CMPD Jurisdiction,CMPD,0,2021,03,Aggravated Assault-Gun,281
561,CMPD Jurisdiction,CMPD,0,2021,03,Homicide,7
562,CMPD Jurisdiction,CMPD,0,2021,07,"Aggravated Assault-Fists,Feet, etc.",14
563,CMPD Jurisdiction,CMPD,0,2021,09,Aggravated Assault-Other Weapon,52
564,CMPD Jurisdiction,CMPD,0,2021,10,Aggravated Assault-Gun,310
565,CMPD Jurisdiction,CMPD,0,2022,03,Aggravated Assault-Knife,45
566,CMPD Jurisdiction,CMPD,0,2021,10,"Aggravated Assault-Fists,Feet, etc.",10
567,CMPD Jurisdiction,CMPD,0,2021,11,Strong Arm Robbery,35
568,CMPD Jurisdiction,CMPD,0,2022,02,Armed Robbery,73
569,CMPD Jurisdiction,CMPD,0,2022,02,Aggravated Assault-Gun,321
570,CMPD Jurisdiction,CMPD,0,2021,12,Strong Arm Robbery,52
571,CMPD Jurisdiction,CMPD,0,2021,08,Aggravated Assault-Gun,343
572,CMPD Jurisdiction,CMPD,0,2022,02,Attempted Rape,3
573,CMPD Jurisdiction,CMPD,0,2022,01,Rape,16
574,CMPD Jurisdiction,CMPD,0,2015,01,Rape,21
575,CMPD Jurisdiction,CMPD,0,2015,01,Aggravated Assault-Other Weapon,40
576,CMPD Jurisdiction,CMPD,0,2015,05,Aggravated Assault-Other Weapon,71
577,CMPD Jurisdiction,CMPD,0,2015,03,"Aggravated Assault-Fists,Feet, etc.",8
578,CMPD Jurisdiction,CMPD,0,2015,07,Homicide,4
579,CMPD Jurisdiction,CMPD,0,2015,07,Rape,31
580,CMPD Jurisdiction,CMPD,0,2015,09,Aggravated Assault-Gun,179
581,CMPD Jurisdiction,CMPD,0,2015,08,Armed Robbery,155
582,CMPD Jurisdiction,CMPD,0,2015,09,Armed Robbery,133
583,CMPD Jurisdiction,CMPD,0,2015,10,Aggravated Assault-Gun,247
584,CMPD Jurisdiction,CMPD,0,2015,11,Rape,20
585,CMPD Jurisdiction,CMPD,0,2015,12,Strong Arm Robbery,67
586,CMPD Jurisdiction,CMPD,0,2016,02,Aggravated Assault-Gun,128
587,CMPD Jurisdiction,CMPD,0,2016,02,Armed Robbery,81
588,CMPD Jurisdiction,CMPD,0,2016,02,Strong Arm Robbery,32
589,CMPD Jurisdiction,CMPD,0,2016,01,"Aggravated Assault-Fists,Feet, etc.",5
590,CMPD Jurisdiction,CMPD,0,2016,02,Homicide,1
591,CMPD Jurisdiction,CMPD,0,2016,05,Aggravated Assault-Knife,45
592,CMPD Jurisdiction,CMPD,0,2016,05,Attempted Rape,1
593,CMPD Jurisdiction,CMPD,0,2016,06,Armed Robbery,135
594,CMPD Jurisdiction,CMPD,0,2016,07,Aggravated Assault-Other Weapon,59
595,CMPD Jurisdiction,CMPD,0,2016,10,Aggravated Assault-Gun,229
596,CMPD Jurisdiction,CMPD,0,2016,11,Homicide,11
597,CMPD Jurisdiction,CMPD,0,2017,01,Aggravated Assault-Other Weapon,43
598,CMPD Jurisdiction,CMPD,0,2017,01,Aggravated Assault-Knife,39
599,CMPD Jurisdiction,CMPD,0,2017,01,Aggravated Assault-Gun,258
600,CMPD Jurisdiction,CMPD,0,2016,11,"Aggravated Assault-Fists,Feet, etc.",6
601,CMPD Jurisdiction,CMPD,0,2016,12,Homicide,8
602,CMPD Jurisdiction,CMPD,0,2017,01,Attempted Rape,2
603,CMPD Jurisdiction,CMPD,0,2017,02,"Aggravated Assault-Fists,Feet, etc.",5
604,CMPD Jurisdiction,CMPD,0,2017,05,Strong Arm Robbery,52
605,CMPD Jurisdiction,CMPD,0,2017,05,Aggravated Assault-Other Weapon,73
606,CMPD Jurisdiction,CMPD,0,2017,06,Armed Robbery,130
607,CMPD Jurisdiction,CMPD,0,2017,05,Aggravated Assault-Knife,63
608,CMPD Jurisdiction,CMPD,0,2017,04,"Aggravated Assault-Fists,Feet, etc.",8
609,CMPD Jurisdiction,CMPD,0,2017,08,Homicide,8
610,CMPD Jurisdiction,CMPD,0,2017,08,"Aggravated Assault-Fists,Feet, etc.",13
611,CMPD Jurisdiction,CMPD,0,2017,09,Aggravated Assault-Knife,44
612,CMPD Jurisdiction,CMPD,0,2017,11,Aggravated Assault-Knife,40
613,CMPD Jurisdiction,CMPD,0,2017,11,"Aggravated Assault-Fists,Feet, etc.",12
614,CMPD Jurisdiction,CMPD,0,2017,10,Rape,20
615,CMPD Jurisdiction,CMPD,0,2018,01,"Aggravated Assault-Fists,Feet, etc.",11
616,CMPD Jurisdiction,CMPD,0,2018,03,Strong Arm Robbery,29
617,CMPD Jurisdiction,CMPD,0,2018,03,Attempted Rape,3
618,CMPD Jurisdiction,CMPD,0,2018,07,"Aggravated Assault-Fists,Feet, etc.",8
619,CMPD Jurisdiction,CMPD,0,2018,07,Armed Robbery,132
620,CMPD Jurisdiction,CMPD,0,2018,07,Aggravated Assault-Gun,293
621,CMPD Jurisdiction,CMPD,0,2018,05,Attempted Rape,2
622,CMPD Jurisdiction,CMPD,0,2018,08,"Aggravated Assault-Fists,Feet, etc.",9
623,CMPD Jurisdiction,CMPD,0,2018,10,Aggravated Assault-Other Weapon,57
624,CMPD Jurisdiction,CMPD,0,2018,07,Attempted Rape,1
625,CMPD Jurisdiction,CMPD,0,2018,11,Aggravated Assault-Gun,217
626,CMPD Jurisdiction,CMPD,0,2018,11,Aggravated Assault-Other Weapon,40
627,CMPD Jurisdiction,CMPD,0,2018,11,Rape,33
628,CMPD Jurisdiction,CMPD,0,2018,10,Rape,29
629,CMPD Jurisdiction,CMPD,0,2019,03,"Aggravated Assault-Fists,Feet, etc.",18
630,CMPD Jurisdiction,CMPD,0,2019,01,Strong Arm Robbery,38
631,CMPD Jurisdiction,CMPD,0,2019,02,Rape,28
632,CMPD Jurisdiction,CMPD,0,2018,12,Attempted Rape,1
633,CMPD Jurisdiction,CMPD,0,2019,01,Attempted Rape,2
634,CMPD Jurisdiction,CMPD,0,2019,04,"Aggravated Assault-Fists,Feet, etc.",18
635,CMPD Jurisdiction,CMPD,0,2019,04,Strong Arm Robbery,48
636,CMPD Jurisdiction,CMPD,0,2019,06,Aggravated Assault-Knife,58
637,CMPD Jurisdiction,CMPD,0,2019,08,Aggravated Assault-Gun,275
638,CMPD Jurisdiction,CMPD,0,2019,09,Aggravated Assault-Knife,46
639,CMPD Jurisdiction,CMPD,0,2019,09,Aggravated Assault-Gun,229
640,CMPD Jurisdiction,CMPD,0,2019,10,Aggravated Assault-Gun,239
641,CMPD Jurisdiction,CMPD,0,2019,10,Homicide,11
642,CMPD Jurisdiction,CMPD,0,2019,11,"Aggravated Assault-Fists,Feet, etc.",9
643,CMPD Jurisdiction,CMPD,0,2019,12,Armed Robbery,135
644,CMPD Jurisdiction,CMPD,0,2019,11,Rape,24
645,CMPD Jurisdiction,CMPD,0,2020,01,Aggravated Assault-Knife,40
646,CMPD Jurisdiction,CMPD,0,2020,02,Strong Arm Robbery,59
647,CMPD Jurisdiction,CMPD,0,2020,03,Aggravated Assault-Other Weapon,41
648,CMPD Jurisdiction,CMPD,0,2020,03,Rape,17
649,CMPD Jurisdiction,CMPD,0,2020,04,Aggravated Assault-Other Weapon,59
650,CMPD Jurisdiction,CMPD,0,2020,04,Aggravated Assault-Knife,38
651,CMPD Jurisdiction,CMPD,0,2020,08,Aggravated Assault-Gun,552
652,CMPD Jurisdiction,CMPD,0,2020,07,Aggravated Assault-Other Weapon,79
653,CMPD Jurisdiction,CMPD,0,2020,08,Rape,27
654,CMPD Jurisdiction,CMPD,0,2020,09,Homicide,5
655,CMPD Jurisdiction,CMPD,0,2021,04,Strong Arm Robbery,36
656,CMPD Jurisdiction,CMPD,0,2021,04,Rape,28
657,CMPD Jurisdiction,CMPD,0,2021,04,Aggravated Assault-Knife,31
658,CMPD Jurisdiction,CMPD,0,2021,05,Armed Robbery,95
659,CMPD Jurisdiction,CMPD,0,2021,07,Aggravated Assault-Gun,614
660,CMPD Jurisdiction,CMPD,0,2021,07,Homicide,8
661,CMPD Jurisdiction,CMPD,0,2021,11,Aggravated Assault-Knife,41
662,CMPD Jurisdiction,CMPD,0,2021,10,Armed Robbery,86
663,CMPD Jurisdiction,CMPD,0,2022,01,Armed Robbery,88
664,CMPD Jurisdiction,CMPD,0,2022,01,Aggravated Assault-Other Weapon,50
665,CMPD Jurisdiction,CMPD,0,2022,01,Strong Arm Robbery,28
666,CMPD Jurisdiction,CMPD,0,2021,08,Armed Robbery,88
667,CMPD Jurisdiction,CMPD,0,2022,02,Strong Arm Robbery,37
668,CMPD Jurisdiction,CMPD,0,2022,02,"Aggravated Assault-Fists,Feet, etc.",13
669,CMPD Jurisdiction,CMPD,0,2022,02,Homicide,7
670,CMPD Jurisdiction,CMPD,0,2022,01,"Aggravated Assault-Fists,Feet, etc.",4
671,CMPD Jurisdiction,CMPD,0,2021,09,Attempted Rape,4
672,CMPD Jurisdiction,CMPD,0,2019,10,Attempted Rape,1
673,CMPD Jurisdiction,CMPD,0,2015,01,Aggravated Assault-Gun,236
674,CMPD Jurisdiction,CMPD,0,2015,02,Armed Robbery,67
675,CMPD Jurisdiction,CMPD,0,2015,05,Armed Robbery,113
676,CMPD Jurisdiction,CMPD,0,2015,03,Rape,26
677,CMPD Jurisdiction,CMPD,0,2015,04,Aggravated Assault-Gun,132
678,CMPD Jurisdiction,CMPD,0,2015,04,Aggravated Assault-Knife,54
679,CMPD Jurisdiction,CMPD,0,2015,04,Armed Robbery,84
680,CMPD Jurisdiction,CMPD,0,2015,04,"Aggravated Assault-Fists,Feet, etc.",12
681,CMPD Jurisdiction,CMPD,0,2015,06,Aggravated Assault-Gun,134
682,CMPD Jurisdiction,CMPD,0,2015,07,Aggravated Assault-Other Weapon,61
683,CMPD Jurisdiction,CMPD,0,2015,10,Strong Arm Robbery,43
684,CMPD Jurisdiction,CMPD,0,2015,12,Armed Robbery,182
685,CMPD Jurisdiction,CMPD,0,2015,12,Homicide,7
686,CMPD Jurisdiction,CMPD,0,2015,11,Attempted Rape,1
687,CMPD Jurisdiction,CMPD,0,2016,03,Aggravated Assault-Knife,47
688,CMPD Jurisdiction,CMPD,0,2016,03,Rape,24
689,CMPD Jurisdiction,CMPD,0,2016,05,Armed Robbery,108
690,CMPD Jurisdiction,CMPD,0,2016,08,"Aggravated Assault-Fists,Feet, etc.",12
691,CMPD Jurisdiction,CMPD,0,2016,11,Armed Robbery,153
692,CMPD Jurisdiction,CMPD,0,2016,12,"Aggravated Assault-Fists,Feet, etc.",9
693,CMPD Jurisdiction,CMPD,0,2017,01,Strong Arm Robbery,50
694,CMPD Jurisdiction,CMPD,0,2016,12,Attempted Rape,1
695,CMPD Jurisdiction,CMPD,0,2017,03,Aggravated Assault-Gun,225
696,CMPD Jurisdiction,CMPD,0,2017,03,Strong Arm Robbery,34
697,CMPD Jurisdiction,CMPD,0,2017,03,"Aggravated Assault-Fists,Feet, etc.",10
698,CMPD Jurisdiction,CMPD,0,2017,04,Rape,21
699,CMPD Jurisdiction,CMPD,0,2017,08,Armed Robbery,144
700,CMPD Jurisdiction,CMPD,0,2017,08,Strong Arm Robbery,38
701,CMPD Jurisdiction,CMPD,0,2017,07,Homicide,6
702,CMPD Jurisdiction,CMPD,0,2017,09,Rape,25
703,CMPD Jurisdiction,CMPD,0,2017,09,Armed Robbery,133
704,CMPD Jurisdiction,CMPD,0,2017,11,Aggravated Assault-Other Weapon,40
705,CMPD Jurisdiction,CMPD,0,2017,11,Armed Robbery,123
